"area_code","area","source_code","source","indicator_code","indicator","year_code","year","unit","value","flag"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2008,"2008","%",0.1,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2009,"2009","%",0.2,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2010,"2010","%",0.1,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2011,"2011","%",0.1,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2012,"2012","%",0.1,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21079,"Wage employment distribution, agriculture, female",2013,"2013","%",0.1,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1991,"1991","%",0.2,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1992,"1992","%",0.3,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1993,"1993","%",0.2,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1994,"1994","%",0.2,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1995,"1995","%",0.3,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1996,"1996","%",0.5,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1997,"1997","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1998,"1998","%",0.5,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",1999,"1999","%",0.5,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2000,"2000","%",0.5,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2001,"2001","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2002,"2002","%",0.7,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2003,"2003","%",0.8,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2004,"2004","%",0.8,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2005,"2005","%",0.7,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2006,"2006","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2008,"2008","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2009,"2009","%",0.5,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2010,"2010","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2011,"2011","%",0.6,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2012,"2012","%",0.4,"XI"
9,"Argentina",3026,"Labour force survey - permanent",21080,"Wage employment distribution, agriculture, male",2013,"2013","%",0.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1983,"1983","US$",9653.742188,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1984,"1984","US$",11573.541992,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1985,"1985","US$",12088.234375,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1986,"1986","US$",11308.09375,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1987,"1987","US$",12138.564453,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1988,"1988","US$",12754.943359,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1989,"1989","US$",13073.083008,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1990,"1990","US$",14724.052734,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1991,"1991","US$",15783.175781,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1992,"1992","US$",17178.935547,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1993,"1993","US$",16468.566406,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1994,"1994","US$",16065.676758,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1995,"1995","US$",15789.899414,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1996,"1996","US$",17480.21875,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1997,"1997","US$",16993.574219,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1998,"1998","US$",18308.033203,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",1999,"1999","US$",18124.019531,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2000,"2000","US$",18900.40625,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2001,"2001","US$",20809.589844,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2002,"2002","US$",22205.390625,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2003,"2003","US$",22738.042969,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2004,"2004","US$",27452.123047,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2005,"2005","US$",21445.28125,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2006,"2006","US$",10932.005859,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2007,"2007","US$",11028.766602,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2008,"2008","US$",11084.792969,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2009,"2009","US$",10848.401367,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2010,"2010","US$",11681.517578,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2011,"2011","US$",11677.263672,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2012,"2012","US$",11326.206055,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21060,"Agriculture value added per worker (constant 2005 US$)",2013,"2013","US$",10330.445313,"XIF"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1983,"1983","%",17.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1984,"1984","%",16.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1985,"1985","%",16.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1986,"1986","%",16,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1987,"1987","%",15.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1988,"1988","%",15.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1989,"1989","%",15.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1990,"1990","%",15.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1991,"1991","%",13.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1992,"1992","%",13.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1993,"1993","%",13.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1994,"1994","%",12.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1995,"1995","%",12,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1996,"1996","%",11.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1997,"1997","%",10.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1998,"1998","%",9.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",1999,"1999","%",8.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2000,"2000","%",8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2001,"2001","%",7.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2002,"2002","%",7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2003,"2003","%",6.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2004,"2004","%",6.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2005,"2005","%",5.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2006,"2006","%",5.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2007,"2007","%",5.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2008,"2008","%",5.4,"XIb"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2009,"2009","%",4.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2010,"2010","%",4.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2011,"2011","%",4.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2012,"2012","%",4.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2013,"2013","%",5.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21063,"Employment distribution, agriculture",2014,"2014","%",5.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1983,"1983","%",2.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1984,"1984","%",2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1985,"1985","%",2.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1986,"1986","%",1.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1987,"1987","%",1.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1988,"1988","%",1.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1989,"1989","%",1.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1990,"1990","%",1.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1991,"1991","%",1.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1992,"1992","%",1.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1993,"1993","%",1.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1994,"1994","%",1.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1995,"1995","%",1.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1996,"1996","%",1.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1997,"1997","%",1.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1998,"1998","%",1.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",1999,"1999","%",1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2000,"2000","%",0.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2001,"2001","%",0.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2002,"2002","%",0.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2003,"2003","%",0.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2004,"2004","%",0.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2005,"2005","%",0.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2006,"2006","%",0.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2007,"2007","%",0.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2008,"2008","%",0.6,"XIb"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2009,"2009","%",0.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2010,"2010","%",0.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2011,"2011","%",0.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2012,"2012","%",0.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2013,"2013","%",0.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21061,"Employment distribution, agriculture, female",2014,"2014","%",0.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1983,"1983","%",15.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1984,"1984","%",14.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1985,"1985","%",14.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1986,"1986","%",14.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1987,"1987","%",14.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1988,"1988","%",14.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1989,"1989","%",13.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1990,"1990","%",13.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1991,"1991","%",12.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1992,"1992","%",12.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1993,"1993","%",11.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1994,"1994","%",11.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1995,"1995","%",10.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1996,"1996","%",9.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1997,"1997","%",9.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1998,"1998","%",8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",1999,"1999","%",7.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2000,"2000","%",7.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2001,"2001","%",6.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2002,"2002","%",6.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2003,"2003","%",5.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2004,"2004","%",5.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2005,"2005","%",5.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2006,"2006","%",5.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2007,"2007","%",4.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2008,"2008","%",4.8,"XIb"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2009,"2009","%",4.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2010,"2010","%",4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2011,"2011","%",4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2012,"2012","%",4.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2013,"2013","%",5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21062,"Employment distribution, agriculture, male",2014,"2014","%",5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1983,"1983","1000 persons",195.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1984,"1984","1000 persons",185.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1985,"1985","1000 persons",174.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1986,"1986","1000 persons",172.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1987,"1987","1000 persons",170.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1988,"1988","1000 persons",170.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1989,"1989","1000 persons",168.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1990,"1990","1000 persons",172.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1991,"1991","1000 persons",157.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1992,"1992","1000 persons",156.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1993,"1993","1000 persons",151.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1994,"1994","1000 persons",151.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1995,"1995","1000 persons",151.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1996,"1996","1000 persons",146.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1997,"1997","1000 persons",149.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1998,"1998","1000 persons",136,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",1999,"1999","1000 persons",137.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2000,"2000","1000 persons",132.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2001,"2001","1000 persons",122.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2002,"2002","1000 persons",124,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2003,"2003","1000 persons",116.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2004,"2004","1000 persons",117,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2005,"2005","1000 persons",115.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2006,"2006","1000 persons",115.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2007,"2007","1000 persons",117.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2008,"2008","1000 persons",115.4,"XIb"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2009,"2009","1000 persons",96.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2010,"2010","1000 persons",85.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2011,"2011","1000 persons",82.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2012,"2012","1000 persons",85.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2013,"2013","1000 persons",106.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21066,"Employment in agriculture",2014,"2014","1000 persons",109,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1983,"1983","1000 persons",26.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1984,"1984","1000 persons",22.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1985,"1985","1000 persons",23.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1986,"1986","1000 persons",18.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1987,"1987","1000 persons",17,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1988,"1988","1000 persons",15.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1989,"1989","1000 persons",16.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1990,"1990","1000 persons",17.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1991,"1991","1000 persons",14.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1992,"1992","1000 persons",14,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1993,"1993","1000 persons",16.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1994,"1994","1000 persons",16.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1995,"1995","1000 persons",17,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1996,"1996","1000 persons",18.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1997,"1997","1000 persons",18.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1998,"1998","1000 persons",16,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",1999,"1999","1000 persons",15.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2000,"2000","1000 persons",14.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2001,"2001","1000 persons",13.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2002,"2002","1000 persons",12.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2003,"2003","1000 persons",13.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2004,"2004","1000 persons",11.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2005,"2005","1000 persons",10.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2006,"2006","1000 persons",11.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2007,"2007","1000 persons",12.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2008,"2008","1000 persons",13.3,"XIb"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2009,"2009","1000 persons",9.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2010,"2010","1000 persons",9.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2011,"2011","1000 persons",8.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2012,"2012","1000 persons",10.4,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2013,"2013","1000 persons",12.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21064,"Employment in agriculture, female",2014,"2014","1000 persons",13.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1983,"1983","1000 persons",168.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1984,"1984","1000 persons",163.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1985,"1985","1000 persons",151.6,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1986,"1986","1000 persons",153.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1987,"1987","1000 persons",153.2,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1988,"1988","1000 persons",155.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1989,"1989","1000 persons",152.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1990,"1990","1000 persons",155.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1991,"1991","1000 persons",143.3,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1992,"1992","1000 persons",142.9,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1993,"1993","1000 persons",134.5,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1994,"1994","1000 persons",134.7,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1995,"1995","1000 persons",134.1,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1996,"1996","1000 persons",127.8,"XI"
104,"Ireland",3024,"European Union Labour force survey",21065,"Employment in agriculture, male",1997,"1997","1000 persons",130.8,"XI"
