"area_code","area","item_code","item","element_group","element_code","element","year_code","unit","value","flag"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1986,"%",3.44,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1987,"%",3.23,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1988,"%",3.07,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1989,"%",2.93,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1990,"%",3.06,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1991,"%",3,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1992,"%",3.02,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1993,"%",3.09,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1994,"%",3.11,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1995,"%",3.15,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1996,"%",3.08,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1997,"%",3.24,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1998,"%",3.28,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1999,"%",3.35,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2000,"%",3.27,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2001,"%",3.53,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2002,"%",3.66,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2003,"%",4.02,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2004,"%",4.07,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2005,"%",4.64,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2006,"%",4.96,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2007,"%",4.94,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2008,"%",4.67,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2009,"%",4.18,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1971,"%",75.69,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1972,"%",82.64,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1973,"%",75.13,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1974,"%",77.56,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1975,"%",81.28,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1976,"%",80.43,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1977,"%",76.75,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1978,"%",76.42,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1979,"%",80.24,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1980,"%",60.94,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1981,"%",60.43,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1982,"%",52.65,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1983,"%",44.61,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1984,"%",46,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1985,"%",50.19,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1986,"%",49.2,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1987,"%",49.6,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1988,"%",54.47,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1989,"%",62.69,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1990,"%",47.54,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1991,"%",51.72,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1992,"%",45.95,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1993,"%",47.37,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1994,"%",45.52,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1995,"%",50.29,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1996,"%",49.39,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1997,"%",46.58,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1998,"%",36.19,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1999,"%",48.6,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2000,"%",40.99,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2001,"%",34.66,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2002,"%",33.74,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2003,"%",36.93,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2004,"%",51.98,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2005,"%",43.65,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2006,"%",60.62,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2007,"%",43.36,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2008,"%",72.02,"Fc"
234,"Uruguay",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2009,"%",70.04,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1971,"%",0.44,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1972,"%",0.49,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1973,"%",0.27,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1974,"%",0.17,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1975,"%",0.56,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1976,"%",0.54,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1977,"%",0.26,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1978,"%",0.73,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1979,"%",0.45,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1980,"%",0.4,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1981,"%",0.41,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1982,"%",0.4,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1983,"%",0.06,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1984,"%",0.36,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1985,"%",0.37,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1986,"%",0.35,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1987,"%",0.33,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1988,"%",0.39,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1989,"%",0.44,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1990,"%",0.39,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1991,"%",0.42,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1992,"%",0.4,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1993,"%",0.44,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1994,"%",0.48,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1995,"%",0.64,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1996,"%",0.7,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1997,"%",1.09,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1998,"%",1.07,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1999,"%",1.08,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2000,"%",1.07,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2001,"%",1.06,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2002,"%",1.04,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2003,"%",1.01,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2004,"%",1.11,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2005,"%",1.17,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2006,"%",1.25,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2007,"%",1.13,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2008,"%",1.13,"Fc"
234,"Uruguay",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2009,"%",1.1,"Fc"
